cnty_fips,display_name,heart_disease,high_cholesterol,diagnosed_diabetes,obesity,physical_inactivity,current_smoker,broadband_internet,computer,education_lessthan_highschool,education_lessthan_college,foodstamp_snap,median_home_value,median_household_income,income_inequality,poverty,severe_housing_cost_burden,unemployment_rate,air_quality,park_access,urban_rural_value,population_all_genders18+,population_women18+,population_men18+,population_all_ages,population_over65_percent,american_indian_alaska_native_all_ages_nh_percent,asian_pacific_islander_all_ages_nh_percent,black_all_ages_nh_percent,white_all_ages_nh_percent,some_other_race_all_ages_nh_percent,two_ormore_races_all_ages_nh_percent,hispanic_all_ages_percent,cholesterol_medication_nonadherance_all_race,cholesterol_nonadherance_Black_percent,cholesterol_nonadherance_White_percent,cholesterol_nonadherance_Hispanic_percent,cholesterol_nonadherance_NA/AI_percent,cholesterol_nonadherence_AAPI_percent,cholesterol_screening_percent,cardiac_rehab_eligibility_rate,cardiac_rehab_participation_rate_percent,cardiac_rehab_completion_rate_percent,cardiac_rehab_mean_number_session,hospitals_number,hospitals_cardiac_intensive_care,hospitals_cardiac_rehab,hospitals_emergency_dept,hospital_neurolgical_services,pharmacy_drug_stores,primary_care_physicians,cardio_disease_physcians,neurologists_physicians,neurosurgeons_physcians,health_insurance_status_percent,medicare_beneficiaries_heart_disease_totalcostpercapita,medicare_beneficiaries_heart_disease_totalincrementalcosts,medicare_beneficiaries_heart_disease_prevalence_percent
13001,"""Appling, (GA)""",9.8,37.1,8.4,24.9,21.4,23.8,37.9,13.9,22.8,90.5,20.5,87000,45000,0.472,19.9,11.4,3.6,9.4,3,4,13863,7021,6842,18428,17.2,0.6,0,19.7,68.8,0.4,0.6,9.9,19.6,26.4,18.7,-1,-1,-1,85,20.1,-1,-1,-1,1,0,0,0,0,32.6,3.1,-1,-1,-1,20.6,19681,12537,37
13003,"""Atkinson, (GA)""",9.3,34.7,8.2,23.3,18.2,25.3,33,14.9,32.3,87.8,21.9,63000,40000,0.47,21.6,9.3,2.9,9.4,0,4,6088,3032,3056,8311,12.9,0.6,0,15.4,55.7,0.3,2.1,25.9,18.2,-1,16.7,-1,-1,-1,82.7,29.2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,23.8,19590,12892,42.4
13005,"""Bacon, (GA)""",9.3,36,7.6,25.5,21.5,24.4,27,16.7,17.6,90.7,20.1,82000,42000,0.458,21.1,14.1,3.2,9.2,0,4,8293,4217,4076,11140,15.6,0,0.4,16.4,73.2,0.3,1.4,8.3,20.2,-1,19.1,-1,-1,-1,84.8,20.3,-1,-1,-1,1,0,0,0,0,45,1.6,-1,-1,-1,19.6,24799,18650,42.1
13007,"""Baker, (GA)""",11,38.1,8.2,22.4,21.9,21,52.2,34.3,16.8,78.6,24.6,108000,44000,0.499,23.7,10.7,4.9,9.5,5,3,2565,1328,1237,3090,29.8,0,6.2,37.9,50.1,0.3,1,4.5,19.8,-1,16.8,-1,-1,-1,88.4,19.3,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,18.1,22207,18043,34.6
13009,"""Baldwin, (GA)""",7.6,31.9,8,29,22.5,18.5,20.2,10.8,13.5,75.7,16.9,129000,49000,0.532,22.6,19.9,4.8,10.2,11,4,36622,18161,18461,45072,15.9,0.1,1.9,41.7,52.2,0.3,1.5,2.3,18.4,23.2,15.8,-1,-1,-1,85.3,21.8,17.4,79.9,0.8,1,0,1,1,0,16,2.2,-1,44.9,-1,16.9,20638,15454,37.3
13011,"""Banks, (GA)""",8.8,36.8,8.3,23.2,21.9,21.6,26.5,16.8,24.9,84.2,10.1,165000,63000,0.432,11.6,9,2.6,10,9,4,14577,7305,7272,18900,16.7,0.4,1.1,2.1,87.6,0.2,1.6,7,14.5,-1,14.2,-1,-1,-1,85.1,15.6,22.1,-1,-1,0,0,0,0,0,0,4.8,-1,-1,-1,21.3,20236,14919,38.2
13013,"""Barrow, (GA)""",6.4,32.8,8.9,27.6,26.8,19.2,11.4,6.7,13.5,79.8,11.2,170000,64000,0.39,10.1,10.8,2.9,10.5,14,2,60161,31070,29091,81294,12.5,0.1,3.9,11.9,69.6,0.5,2.5,11.5,15.4,21.6,14.1,22.9,-1,-1,85.6,16.9,29.5,47.8,0.5,1,0,0,1,1,7.1,4.2,83.2,-1,-1,17.8,18618,12530,37
13015,"""Bartow, (GA)""",7.1,34.6,8.8,25.9,26.2,20.1,20.2,7.7,13.8,80.2,12.3,179000,65000,0.433,10.2,11.3,3.5,10.4,22,2,80753,41341,39412,106456,13.9,0.1,0.9,9.8,75.8,1.8,2.8,8.8,17,21.9,16.4,-1,-1,-1,86,27.8,25,29.4,0.3,1,0,0,0,0,9.1,2.5,107.7,107.7,-1,18,20608,14068,41.8
13017,"""Ben Hill, (GA)""",9.7,36.1,9,25.3,27,24.4,39.9,16.8,16.4,89,23.1,86000,39000,0.499,22.3,15.1,5.2,9.3,9,4,12693,6829,5864,16889,17.1,0,0.5,36.9,55.2,0.3,0.9,6.2,16.6,18.9,16.6,-1,-1,-1,86.4,21.2,-1,-1,-1,1,0,0,0,0,17.5,1.9,-1,-1,-1,17.1,22934,15585,35.2
13019,"""Berrien, (GA)""",9.4,36.8,8.2,30,23.1,23.6,29.5,18.3,20.4,86.8,17.7,95000,45000,0.429,18.9,9.5,3.7,9.7,2,4,14573,7470,7103,19206,17.9,0,0.9,9.9,81.6,0.4,2,5.2,18.2,-1,16.7,-1,-1,-1,84.7,21.8,22.2,-1,-1,1,0,0,1,0,16.5,4.8,-1,-1,-1,21.1,22282,14722,35
13021,"""Bibb, (GA)""",7.8,33.3,12.8,34.3,29.6,19.5,20.5,12,13.6,74.7,24,125000,44000,0.52,28,19.1,5,9.8,17,3,115799,62970,52829,153026,15.6,0.1,2,54.1,37.6,0.6,2.2,3.4,18.4,24.5,14.3,-1,-1,-1,87.4,22,22.6,51.8,0.5,3,1,1,1,1,17.8,0.7,7,12.8,12.8,14.6,21265,15311,38
13023,"""Bleckley, (GA)""",8.1,33.6,7.9,31.6,22.2,19.7,28.8,15.7,10.4,82.1,16.8,102000,51000,0.445,18.5,12,5,9.5,9,4,10340,5497,4843,12870,17,0,0.1,28.2,68.1,0.2,0.3,3.1,18.5,24.1,16.2,-1,-1,-1,85.9,29.9,-1,-1,-1,1,0,0,0,0,23.9,2.6,-1,-1,-1,14.5,22860,17013,40.9
13025,"""Brantley, (GA)""",9.7,38,7.8,30.8,23.6,25,29,11.5,19.5,93.1,19.1,93000,39000,0.447,17.8,14.1,3.6,8.5,7,3,14368,7268,7100,18924,16.4,0.2,0.9,3.3,91.9,0.2,1.3,2.2,18.1,-1,17.1,-1,-1,-1,84.5,20.4,-1,-1,-1,0,0,0,0,0,16.6,6.4,-1,-1,-1,18.6,23519,16832,38
13027,"""Brooks, (GA)""",9.9,37.1,8.5,26.1,23.7,21.9,34.8,18.6,16.1,83.5,19.9,94000,43000,0.562,20.6,15.5,3.7,9.8,1,3,12120,6365,5755,15548,19.1,0,0.6,35.4,55.4,1.1,1.6,5.9,18.2,22.8,16.3,-1,-1,-1,87.7,21.8,20.1,-1,-1,1,0,0,1,0,0,5.2,-1,-1,-1,19.2,23332,16470,38.1
13029,"""Bryan, (GA)""",5.4,29.8,8.7,25.5,21.7,16.3,12.5,6,7.2,67,8.2,227000,82000,0.406,8,10.7,2.9,9.3,33,3,27063,13956,13107,38321,10.8,0.3,1.3,13.9,72.1,0.4,4.5,7.5,18.5,24,16.5,-1,-1,-1,86.8,17.6,25.7,-1,-1,0,0,0,0,0,11.1,1.5,-1,-1,-1,12.6,20990,13355,35.4
13031,"""Bulloch, (GA)""",5.9,29.4,10.4,29,24.2,18.1,18.9,7.4,11.8,72.4,14.9,147000,49000,0.486,20.7,15.8,4.1,9.5,6,4,62285,32093,30192,77719,11.3,0.1,1.5,27.9,63.2,0.4,2.8,4.1,18,24.4,16.4,-1,-1,-1,82.7,19.2,13.6,-1,-1,1,0,0,0,0,16,1.9,19.9,39.8,79.6,16.7,21767,15278,38.7
13033,"""Burke, (GA)""",8.5,34.9,9.7,23.5,22.5,22.1,21.7,12.8,18.6,85.5,24.3,90000,45000,0.464,20,10.1,5.8,10,7,3,16699,8943,7756,22567,15.7,0,0.4,47.3,47.4,0.2,1.5,3.2,18.9,24,15.8,-1,-1,-1,87,17.6,23.1,-1,-1,1,0,0,0,0,12.2,3.2,-1,-1,-1,15.1,20212,13962,33.3
13035,"""Butts, (GA)""",8.1,35.5,10,22.3,20.3,23,21.9,11.9,19.9,88.9,16.2,157000,53000,0.454,20.8,10.1,3.6,10.3,8,2,19546,8988,10558,24463,15.6,0,0.4,28.2,65.8,0.5,1.8,3.3,18.2,25.6,15.8,-1,-1,-1,85.2,18.7,-1,-1,-1,1,0,0,1,0,11.7,4.2,-1,-1,-1,15.3,20716,14689,33.8
13037,"""Calhoun, (GA)""",9.1,35.2,9.4,20.3,21.5,25.6,32,20.4,24.5,88.2,25,49000,38000,0.45,34.4,13.4,4,9.2,5,4,5198,1943,3255,6301,15.5,0,0.8,60.1,32.4,0.8,1,4.9,20,23,16.4,-1,-1,-1,84.7,-1,-1,-1,-1,0,0,0,0,0,0,6.2,-1,-1,-1,18.4,25413,18576,31.1
13039,"""Camden, (GA)""",6.8,31.5,9.7,33.6,23.8,18.2,13.6,6.2,8.2,77.5,11.6,171000,68000,0.428,9.4,12.3,3.2,8.2,9,4,40877,19958,20919,53960,13.2,0.5,1.8,17.8,69.6,0.3,3.1,6.9,16.2,22.4,15,-1,-1,-1,84.9,21.6,7.9,-1,-1,1,0,0,1,0,10.9,3.9,54.7,54.7,-1,14.2,20428,14106,33.3
13043,"""Candler, (GA)""",10,36.4,8.5,24.3,21.2,23.4,30.6,18.9,21.6,88.6,24.6,90000,43000,0.491,20.1,12.6,3,9.3,1,4,8127,4222,3905,10834,18.1,0,0.5,24.9,60.1,0.2,2.6,11.7,18.7,24,17,-1,-1,-1,85.3,19.8,-1,-1,-1,1,0,0,0,0,36.4,5.4,-1,-1,-1,22.2,22896,14431,36.9
13045,"""Carroll, (GA)""",6.9,32,10.8,28.3,27.1,19.4,16,9.7,15,77.9,14.4,147000,65000,0.427,16.8,11.7,3.7,10.1,6,2,90496,47262,43234,118692,13.6,0.3,0.8,19.3,69.4,1.7,1.5,7,17.4,23.1,16,-1,-1,-1,85,24.3,29.7,50,0.5,2,0,1,1,1,16.7,2,20,30,120,16.7,18862,12245,37.2
13047,"""Catoosa, (GA)""",7.6,36.1,10.2,34.4,26.7,18.1,14.3,8.6,11.1,77,10.4,151000,62000,0.415,10.1,9.7,2.7,10.2,14,3,51903,27431,24472,67181,17.7,0.2,1.4,1.9,90.5,0.6,2.4,3,15.8,-1,15.4,-1,-1,-1,87.3,22.7,37.2,48.1,0.5,1,0,0,1,0,11.8,2.1,33.8,-1,-1,12.7,18467,12372,40.3
13049,"""Charlton, (GA)""",9,35.3,8.3,23.2,21,24.7,29.9,16.6,19.8,87.2,13.4,87000,46000,0.438,25.5,14.5,3.2,7.9,47,4,10591,4165,6426,13032,15.8,1.1,1,25.9,61.2,0.4,3.3,7.1,19.3,24.9,16.8,-1,-1,-1,83.5,26.6,-1,-1,-1,0,0,0,0,0,23.9,3.3,-1,-1,-1,20.3,22680,15719,39
13051,"""Chatham, (GA)""",6.6,31.4,10.3,29.2,23.6,15.8,12.2,6.1,9.9,65.6,13.9,209000,56000,0.482,15.6,16.2,4.3,8.3,30,3,228103,120123,107980,289649,15.4,0.1,2.8,39.6,47.8,0.8,2.4,6.5,18.8,24,16.4,22.1,-1,16,87.7,10.5,41.5,10.5,0.1,3,1,1,2,2,14.9,1.1,10.3,19.3,36.2,16.4,20791,13851,30.2
13053,"""Chattahoochee, (GA)""",3.5,20.7,8.8,23.8,19.5,18.2,19.7,12.2,5.8,73,7.3,82000,52000,0.494,15.6,15.4,4.5,10.6,27,3,8277,2639,5638,10470,3,0,2.7,20.3,56.5,1.2,3.1,16.2,18.5,-1,-1,-1,-1,-1,76.9,-1,-1,-1,-1,1,0,0,0,0,0,1.4,-1,-1,-1,10.7,21291,16846,36.5
13055,"""Chattooga, (GA)""",9.8,37.6,10.5,32,23.9,25.5,26.6,19.2,27.7,90.3,19.8,77000,44000,0.435,18.8,9.4,4.8,9.9,19,4,19220,9295,9925,24826,17.6,0,0.3,9.5,82.5,0.4,2,5.3,15.4,18.4,15.5,-1,-1,-1,84.3,32.7,15.4,-1,-1,0,0,0,0,0,16.1,12.4,-1,-1,-1,17.3,19653,14191,44.2
13057,"""Cherokee, (GA)""",6.2,33.8,9.4,31.4,20.3,14.6,6.8,3.9,7.9,63.1,4.8,271000,91000,0.412,6.7,11.1,2.6,10.5,36,2,191752,98706,93046,253780,14,0,1.9,6.6,78.1,0.4,2.4,10.6,14.5,23,14.1,21.4,-1,15.6,88.2,15,46.3,33.5,0.3,1,0,1,1,1,7.8,2.3,129.4,258.8,-1,14.3,18477,11522,35.1
13059,"""Clarke, (GA)""",5.4,27.3,9.1,29,19.6,16.5,13.5,6.4,10.5,54.6,12.9,187000,47000,0.522,24.6,23.6,3.8,8.3,51,3,105040,55856,49184,126952,10.9,0,3.9,28,54.9,0.4,2.1,10.7,15.1,20.1,13.2,-1,-1,-1,82.2,14.1,36.3,38.9,0.4,2,1,2,2,2,15.6,1.3,9.9,18.3,32.1,16.8,17528,11765,32.8
13061,"""Clay, (GA)""",12.2,40.7,9.7,24.3,22.5,22.1,26,10.6,17.1,83.1,33.1,71000,36000,0.461,24.1,13.3,10.2,8.8,22,4,2353,1125,1228,2931,30.5,0,1,55.6,42.3,0.6,0.2,0.3,16.9,-1,14.5,-1,-1,-1,88.7,23.3,-1,-1,-1,0,0,0,0,0,0,2.8,-1,-1,-1,17.3,19573,11451,35.5
13063,"""Clayton, (GA)""",5.9,29.3,13.1,34.8,32.4,18.9,16.8,6.5,15.1,80.9,22.8,122000,49000,0.413,16.8,17.9,6.5,9.3,18,2,207380,113522,93858,287560,9.4,0.1,5.1,68.8,9.5,0.9,2.5,13.1,20.5,23.8,14.8,21.9,-1,17.2,87,12.2,18.7,47.3,0.5,1,0,0,0,0,8.4,3.7,19.5,97.4,292.3,18.2,26514,20795,30
13065,"""Clinch, (GA)""",10.5,37.1,8.1,21.3,19.9,27.7,45.7,21.7,27.8,89.2,24.4,72000,43000,0.489,20.4,11.8,2.9,8.5,3,4,4952,2588,2364,6648,15.1,2.3,0,25.1,64.9,0.3,1.4,6,17.4,-1,15.7,-1,-1,-1,83.4,15.2,-1,-1,-1,1,0,0,0,0,0,6.6,-1,-1,-1,17.9,29001,21011,39.6
13067,"""Cobb, (GA)""",5.2,29.5,8.2,28.2,21.3,13.1,6.7,2.8,7.4,51.6,7.2,274000,82000,0.448,9.2,11.8,3.3,9.2,37,2,578326,302011,276315,756653,12.3,0.1,5.4,26.8,51,0.7,3,13,15.4,21.9,14.3,21.1,-1,15.6,88.7,12.9,38.2,28.8,0.3,2,2,2,2,2,11,1.3,19,28.2,63.3,14.4,18509,12102,34.5
13069,"""Coffee, (GA)""",8.1,33.9,10.8,25.4,26.9,24.1,25.3,14.6,25.2,87.8,18.8,106000,45000,0.468,23.1,11.4,4.1,9.7,5,4,32522,15881,16641,43070,14,0,0.6,28.5,57.7,0.4,1.1,11.7,18.2,24,16.9,-1,-1,-1,84.1,29.8,16.4,50,0.5,1,0,1,1,1,23.2,1.9,21.6,-1,-1,20.7,21778,14888,44.3
13071,"""Colquitt, (GA)""",9.1,35.1,9.5,24.1,27.9,23.8,27,12.9,25.4,86.3,22.8,93000,42000,0.481,20.4,12.6,3.2,9.9,5,4,33749,17302,16447,45510,15.2,0.3,0.7,23.3,55.3,0.4,0.6,19.4,19.4,22.4,18,-1,-1,-1,84.4,15.4,14.1,-1,-1,1,1,0,1,1,21.8,2.4,45.6,22.8,-1,23.5,22995,16097,38.3
13073,"""Columbia, (GA)""",5.8,30.6,9.5,28.2,23.8,14.1,12.4,5,7,63.5,5.3,215000,87000,0.398,6.7,7.1,2.7,10.3,11,3,115154,59530,55624,154257,13.6,0.1,4,16.7,67.8,0.5,4,6.9,16.1,20.4,15.6,-1,-1,17.3,88,15.2,35.3,-1,-1,0,0,0,0,0,9.6,1,12.1,11.2,26.1,12.2,19225,13593,32.3
13075,"""Cook, (GA)""",8.8,37.2,10.2,25.2,24.9,23,32.1,16.7,19.3,84.3,22.2,93000,35000,0.475,19.5,14.8,3.4,9.6,3,4,12834,6774,6060,17217,16.1,0,0.8,27.2,64.3,0.3,1.6,5.8,18.9,23.9,17.5,-1,-1,-1,85.8,10.2,-1,-1,-1,1,0,0,0,0,17.4,1.7,-1,-1,-1,18.7,23675,15687,36.7
13077,"""Coweta, (GA)""",6.5,33.3,8.4,27.5,25.2,15.2,11.4,5.7,9.6,66.7,8.3,225000,84000,0.423,8.6,9.3,3.4,10.4,9,2,110318,57288,53030,145839,13.9,0.2,1.9,17.3,70.6,0.5,2.4,7.1,15.6,21.7,14.6,18.2,-1,-1,87.8,14.3,36.8,59.1,0.6,1,0,0,0,0,15,2.1,74.3,24.8,148.5,12.5,18581,12322,35.5
13079,"""Crawford, (GA)""",9.2,37.7,8.5,21,24.4,21.7,26.5,12.9,16.9,89.4,14.9,122000,48000,0.436,16.1,8.8,3.7,10,1,3,9750,4762,4988,12267,18.5,0.1,0.1,22,73.2,0.3,0.9,3.4,15.5,21,13.8,-1,-1,-1,87,20.7,-1,-1,-1,0,0,0,0,0,0,12.4,-1,-1,-1,17.4,21712,14484,43.7
13081,"""Crisp, (GA)""",10.6,37.2,8.9,26.5,22.2,24.2,32.3,14.7,17.3,86.3,26.3,83000,37000,0.555,24.5,16.5,8.6,9.5,7,4,17110,9129,7981,22509,18.8,0,0.2,45.7,49.5,0.3,0.8,3.5,19,24.1,17,-1,-1,-1,86.8,21.3,-1,-1,-1,1,0,0,1,0,20,1.5,-1,-1,-1,16.7,21849,15191,35.2
13083,"""Dade, (GA)""",8.6,36.4,7.7,21,20.7,19.8,21.1,14.4,18.5,84.2,9.5,129000,41000,0.457,13,9.6,2.6,9.6,8,3,13096,6790,6306,16183,19.3,0,0.7,0.9,92.6,0.5,3,2.3,15.9,-1,15.7,-1,-1,-1,85.5,20.4,18.3,-1,-1,0,0,0,0,0,18.5,2.7,-1,-1,-1,16.5,17898,11321,38.9
13085,"""Dawson, (GA)""",7.5,36.3,8,25.9,19,15.8,12.2,4.5,11.7,66.4,7.6,242000,75000,0.423,8.7,8.3,2.7,9.4,50,2,20233,10103,10130,25277,19.9,0.1,0.7,0.7,90.9,0.3,2.5,4.8,15.1,-1,14.9,-1,-1,-1,87.8,15.9,23.6,-1,-1,0,0,0,0,0,14.8,1.5,-1,-1,-1,16.8,19583,12585,35.7
13087,"""Decatur, (GA)""",8.7,35.4,12.1,27.4,26.7,22.1,40.1,25.9,17.1,86,31.5,115000,43000,0.475,25.6,13.3,3.7,9.6,13,4,20147,10616,9531,26595,16.3,0.1,0.6,41.6,49.8,1.4,0.4,6.1,19.1,23.6,15.9,-1,-1,-1,86.6,27,7.4,-1,-1,1,0,0,0,0,20.5,2.6,26.4,-1,-1,18.3,19338,13239,37.9
13089,"""DeKalb, (GA)""",5.6,29.8,10.3,28,19,14,12.1,6,9.7,54.4,16.9,235000,70000,0.489,15.8,16.2,4.6,12.1,52,2,580353,312450,267903,755287,12.4,0.1,6.1,52.8,29,0.7,2.9,8.4,18.6,22.9,14.4,22.2,-1,16.9,88.7,11.8,24.1,25.6,0.3,4,2,2,4,4,10.5,0.9,6.7,7.7,21.7,16.9,21581,15692,30.3
13091,"""Dodge, (GA)""",9.2,36.9,11.1,25.2,24.8,22,36.3,20.1,14.3,84.7,20.8,87000,43000,0.463,21.4,13.3,4.2,9.7,1,4,16723,8012,8711,20725,18.2,0,0.3,29.7,64.3,0.8,1.3,3.6,18.9,24.4,16.9,-1,-1,-1,86.3,26.8,-1,-1,-1,1,0,0,1,0,20.2,2.6,-1,-1,-1,16.8,22655,15269,42.8
13093,"""Dooly, (GA)""",9.5,35.8,10.7,29.4,22.3,21.1,38.9,20.5,19.5,87.1,17.2,81000,45000,0.472,27,8.9,7.3,9.7,1,4,11224,5020,6204,13571,20.1,0,0,49.4,42.3,0.2,1.1,7,20.4,24.1,16.6,-1,-1,-1,87.3,20.7,-1,-1,-1,0,0,0,0,0,0,13.4,-1,-1,-1,18.7,21294,14859,39.4
13095,"""Dougherty, (GA)""",8.2,33.2,11.8,28.9,28.3,20.6,24.2,13.1,15.6,77.8,29.5,106000,41000,0.487,27.4,21.3,6.4,10,37,3,67547,37375,30172,88696,15.8,0.1,0.9,69.3,24.6,0.5,1.7,2.9,20.2,22.6,16.6,-1,-1,-1,87.6,11.8,44.1,26.5,0.3,1,1,1,1,1,23.4,1.2,22,88,44,16.5,20320,13446,29.1
13097,"""Douglas, (GA)""",6.1,32.8,10.9,27.2,24.8,17.2,16.1,5.1,12.3,71.9,13.7,171000,65000,0.421,11.5,12.8,4.4,10.5,20,2,107470,57562,49908,145063,11.6,0,1.7,46.8,38.8,0.5,2.4,9.8,17.8,23.2,15,20.6,-1,-1,88,16.3,31,31.4,0.3,1,0,1,1,1,9.7,2.6,48.8,48.8,146.3,14.8,21930,15752,36
