cnty_fips,display_name,heart_disease,high_cholesterol,diagnosed_diabetes,obesity,physical_inactivity,current_smoker,broadband_internet,computer,education_lessthan_highschool,education_lessthan_college,foodstamp_snap,median_home_value,median_household_income,income_inequality,poverty,severe_housing_cost_burden,unemployment_rate,air_quality,park_access,urban_rural_value,population_all_genders18+,population_women18+,population_men18+,population_all_ages,population_over65_percent,american_indian_alaska_native_all_ages_nh_percent,asian_pacific_islander_all_ages_nh_percent,black_all_ages_nh_percent,white_all_ages_nh_percent,some_other_race_all_ages_nh_percent,two_ormore_races_all_ages_nh_percent,hispanic_all_ages_percent,cholesterol_medication_nonadherance_all_race,cholesterol_nonadherance_Black_percent,cholesterol_nonadherance_White_percent,cholesterol_nonadherance_Hispanic_percent,cholesterol_nonadherance_NA/AI_percent,cholesterol_nonadherence_AAPI_percent,cholesterol_screening_percent,cardiac_rehab_eligibility_rate,cardiac_rehab_participation_rate_percent,cardiac_rehab_completion_rate_percent,cardiac_rehab_mean_number_session,hospitals_number,hospitals_cardiac_intensive_care,hospitals_cardiac_rehab,hospitals_emergency_dept,hospital_neurolgical_services,pharmacy_drug_stores,primary_care_physicians,cardio_disease_physcians,neurologists_physicians,neurosurgeons_physcians,health_insurance_status_percent,medicare_beneficiaries_heart_disease_totalcostpercapita,medicare_beneficiaries_heart_disease_totalincrementalcosts,medicare_beneficiaries_heart_disease_prevalence_percent
13211,"""Morgan, (GA)""",7.7,35.7,8.4,24.2,21.7,16.2,22.4,10.5,11.3,75.8,13.3,230000,68000,0.423,11.6,9.3,3.2,10.3,7,2,14584,7621,6963,18832,19.9,0,0,22.8,72.2,0.7,1.2,3.1,16,20.3,14.8,-1,-1,-1,88.8,13.3,29.1,-1,-1,1,0,0,0,0,14.9,2.4,-1,-1,-1,14.8,20990,14152,35.5
13213,"""Murray, (GA)""",8.2,35.7,11.2,35.7,23.8,22.8,20.3,13.1,27.7,89.4,16.1,122000,59000,0.42,15.9,7.5,4.3,9.9,28,3,29966,15365,14601,39789,14.6,0.1,0.3,0.8,81.6,0.5,1.6,15.1,16.7,-1,16.4,-1,-1,-1,84.3,20.8,11,-1,-1,1,0,0,1,0,17.5,5.7,-1,-1,-1,20.4,19491,13833,42.6
13215,"""Muscogee, (GA)""",6.9,31,12.1,34.1,27.6,19.8,17.8,10.4,11.9,72.5,20.2,143000,45000,0.49,21.1,17.6,5.3,9.5,45,3,147060,76751,70309,195418,13.3,0.2,2.6,45.6,39.7,0.5,3.7,7.7,18.6,23.5,14.9,19,-1,-1,86.7,13.7,41.4,38.7,0.4,3,0,0,2,2,15.9,0.9,16.3,24.5,97.9,13.3,20335,14290,37.7
13217,"""Newton, (GA)""",6.7,32.9,11.2,27.6,27.1,18.8,11.1,6.6,12.9,79.1,18.4,159000,62000,0.423,14.4,16.2,4.4,10.7,4,2,81160,43895,37265,109835,13,0.1,1.2,45.2,44.9,0.7,2.2,5.7,17.4,22.7,14.9,-1,-1,-1,87.5,14.7,29,44,0.4,1,0,1,1,0,9.8,4,55.9,-1,-1,16.7,22982,16563,35.8
13219,"""Oconee, (GA)""",6,32.8,8.6,25.7,18.9,12.1,8.1,4.3,5.1,49.4,3.6,304000,105000,0.491,6,7.4,2.2,10.3,5,3,28807,14857,13950,39194,15.1,0,4.1,4.9,83.6,0.5,1.5,5.4,14.1,21,13.5,-1,-1,-1,89.3,10.9,38.7,57,0.6,0,0,0,0,0,11.9,0.8,8.1,8.1,-1,9.9,16687,10536,33.5
13221,"""Oglethorpe, (GA)""",8.6,37.1,7.8,24.1,24.3,20.2,29.3,18.3,16.5,80.4,12.1,133000,56000,0.427,13.4,12.8,2.9,10,2,3,11728,5983,5745,15040,18,0,0.3,17.1,75.3,0.3,2.2,4.8,15.6,19.9,14.4,-1,-1,-1,86.7,19.4,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,19.6,19775,13774,38.3
13223,"""Paulding, (GA)""",5.7,31.8,9.4,31.5,25.5,17.3,10.6,4.7,9.5,76.1,8.4,184000,78000,0.366,7.3,9.7,3,7.3,15,2,121281,63043,58238,164440,10.8,0.1,1,19.3,69,0.6,3.4,6.6,15.5,22.2,14.3,21.7,-1,-1,86.7,19.7,36.7,24.6,0.2,1,0,1,1,0,6.5,6.5,84.3,168.7,-1,13.7,20551,14443,39.4
13225,"""Peach, (GA)""",7.6,34,9.2,22.6,23.6,18.9,22.2,14.6,15.6,78,19.5,140000,52000,0.485,19.2,11.3,4.7,10,4,3,21795,11438,10357,27502,15.8,0,1,44.3,45.5,0.3,1.2,7.7,16.8,20,14.4,-1,-1,-1,86.6,24.1,12.9,71.2,0.7,1,0,0,1,0,10.7,4.6,-1,-1,-1,17.7,19953,13803,41.6
13227,"""Pickens, (GA)""",8.7,37.1,9,27.1,20.6,17.4,11.8,8.5,12.5,77.3,10,196000,70000,0.418,10.5,8.6,2.8,9.5,8,2,25617,13138,12479,32002,21.8,0.7,0.2,1.6,85.7,0.3,8.4,3.1,15.1,-1,15,-1,-1,-1,88.1,15.9,33.3,39,0.4,1,0,1,1,0,21,2.3,32.6,32.6,-1,16.2,17997,11727,37
13229,"""Pierce, (GA)""",8.9,37,8.6,31.2,22.8,22.3,30.9,9.2,16,86.6,18,102000,52000,0.478,16.5,8.3,3.1,8.9,3,4,14529,7441,7088,19336,17.1,0.3,0,10.1,84,0.2,0.5,4.9,19,-1,17.7,-1,-1,-1,85.4,20.4,24.8,-1,-1,0,0,0,0,0,30.4,4.9,-1,-1,-1,18,23055,14925,38.3
13231,"""Pike, (GA)""",7.1,35.8,8.2,23.2,21.3,18.6,20.4,7.7,12.9,80.5,9.3,182000,65000,0.418,10.1,7.8,2.8,10.2,1,2,14237,7426,6811,18565,15.8,0,0.3,8.8,86.8,0.9,1.6,1.6,16.9,-1,16.5,-1,-1,-1,87.1,18.6,-1,-1,-1,0,0,0,0,0,0,4.7,-1,-1,-1,15,17715,11318,31.2
13233,"""Polk, (GA)""",8.3,34.2,10.2,28.6,25.9,21.3,20.1,11.3,19.3,87.3,19.3,122000,51000,0.458,16.3,11.9,3.6,9.9,7,4,31475,16216,15259,42251,15.4,0,0.5,11.2,71.7,0.3,3.1,13.2,17.5,22.9,16.9,-1,-1,-1,84.9,30,32.1,25.8,0.3,1,0,1,1,0,16.3,3.6,-1,-1,-1,17.9,22280,15738,44
13235,"""Pulaski, (GA)""",9.7,37,9.2,24.3,20.7,21.3,35.2,13.6,20.5,86.9,15.4,110000,44000,0.438,20.4,16,3.6,9.5,9,3,9217,5512,3705,11185,20.5,0.4,0.6,38.1,57.6,0.4,0.1,2.8,18.3,24.5,15.3,-1,-1,-1,88.1,24.5,-1,-1,-1,1,0,0,0,0,40.6,1.6,11.1,-1,-1,15.8,20238,13984,40.5
13237,"""Putnam, (GA)""",10.1,38.8,7.6,22.5,22.2,18.8,21.3,9.7,12.3,76.5,16.4,166000,56000,0.512,16.3,16,4,10.3,33,4,17510,9072,8438,21906,23.6,0,0.1,26,65.5,0.5,1.7,6.2,16.7,18.9,15.7,-1,-1,-1,89,17.3,28.8,69.2,0.7,1,0,1,1,0,18.1,2.5,22.1,-1,-1,18.2,16833,11052,36.6
13239,"""Quitman, (GA)""",11.8,42.5,8.8,22.8,22.7,19.8,40.7,27.3,29,88.5,27.4,70000,38000,0.511,23.1,10.2,4.9,9,15,4,1994,972,1022,2290,31,0,6.8,46.9,42,0.3,2.8,1.2,17.7,-1,15.6,-1,-1,-1,89.6,31.7,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,19.7,18562,12799,35.3
13241,"""Rabun, (GA)""",10.8,39.6,7.8,24,20.2,18.4,22.8,14.1,15,71.6,10.9,186000,53000,0.536,13.8,16.8,3.1,8.9,87,4,14187,7338,6849,16859,28.2,0,1.6,1.4,87.9,0.3,1,7.8,16.1,-1,15.9,-1,-1,-1,87.9,19,48.9,18.6,0.2,1,0,0,1,0,17.8,1.4,-1,-1,-1,21.5,17868,11817,34.9
13243,"""Randolph, (GA)""",12.6,39.4,9,22.7,20.1,24.4,26.3,16.7,26,87.7,29.4,76000,36000,0.432,27.4,16.2,5.2,9.1,0,4,5077,2627,2450,6888,22.2,0,0,63.2,32,0.2,1.2,3.4,18,21,14.8,-1,-1,-1,87.7,8.3,-1,-1,-1,1,0,0,0,0,62.7,3.4,-1,-1,-1,16.4,22032,15189,32.6
13245,"""Richmond, (GA)""",7.3,31.4,14,33.9,29.2,20.6,19.6,10.7,14.3,77.5,20.9,115000,44000,0.479,25.5,18.8,5.3,9.5,23,3,155959,81737,74222,202178,13.9,0.1,1.9,55.6,33.8,0.9,2.7,5,19.8,23.4,15.6,25.5,-1,22.1,85.9,14.3,23.9,-1,-1,5,2,2,3,3,13.1,0.9,5.8,5.6,13.5,14.3,22724,17449,29
13247,"""Rockdale, (GA)""",7,33.8,10.3,31.9,22.5,17.2,15.2,4.9,10.7,72.8,17.9,170000,61000,0.416,12.7,13.6,4.6,10.8,18,2,67933,36740,31193,90155,14.3,0,2.1,54.9,30.1,0.6,2.2,10.1,18.8,22.9,14.4,-1,-1,-1,88.9,13.7,31.5,27.3,0.3,1,0,1,1,0,17.1,1.4,90.9,90.9,-1,16.1,21269,15582,31.8
13249,"""Schley, (GA)""",8.4,36.2,7.7,21.9,18.9,20.1,26.5,15.3,14.2,87.9,14.3,135000,53000,0.429,15,14.5,3.7,9.7,1,4,4028,2048,1980,5215,15.9,0,0,27,64.9,0.2,1.6,6.3,19.4,-1,17.4,-1,-1,-1,87.3,18.4,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,14.8,15465,8856,33.9
13251,"""Screven, (GA)""",8.8,37,9.4,25.5,22.8,21.3,28.5,18.7,16.8,85.4,22.4,86000,44000,0.466,20.7,8.7,5.6,9.3,4,4,11041,5730,5311,13977,19,0.3,0.7,40.7,54.5,0.5,1,2.3,18.7,24.4,15.9,-1,-1,-1,87.6,22.6,-1,-1,-1,1,0,0,0,0,21.3,7,-1,-1,-1,15.5,24016,17167,35.3
13253,"""Seminole, (GA)""",10.5,38.4,8.1,23,20,21.2,35,24.9,15.7,84.6,27.1,92000,42000,0.548,22.9,16.6,3.7,9,15,4,6506,3456,3050,8218,23.2,0,1.1,35.1,61.3,0.3,1,1.2,18.2,23.7,15.8,-1,-1,-1,88.4,26.2,-1,-1,-1,1,0,0,0,0,54.7,0.8,-1,-1,-1,16.9,23006,16988,37.6
13255,"""Spalding, (GA)""",8.5,34.8,9.5,30.3,25.9,21.3,27.5,14.4,17.1,81.9,21.4,135000,51000,0.539,17.9,13.9,4.7,10.4,15,2,50466,26714,23752,66043,18.2,0.3,1,34.1,57.8,0.4,1.7,4.7,20.1,26.8,16.8,-1,-1,-1,86.9,17.3,8.6,62.5,0.6,1,0,0,1,0,14.8,2.2,33.4,-1,-1,17,20565,14110,33.2
13257,"""Stephens, (GA)""",8.4,36.4,9.6,21.7,22.9,19.5,25.2,15.1,18.4,82,20.6,124000,47000,0.424,16.9,10.3,4.3,9.5,44,4,20324,10611,9713,25934,20.1,0.1,0.6,11.2,81.8,0.2,2.5,3.6,16.3,23.7,15.9,-1,-1,-1,86.6,12.2,41,57,0.6,1,0,0,0,0,26.1,1.5,-1,-1,-1,16.1,18930,12873,37
13259,"""Stewart, (GA)""",7.3,28.9,8.6,21.4,19.9,21.9,44.8,25.1,27.3,86.4,18.7,44000,40000,0.49,31.3,12.9,3.8,9.4,11,4,5702,1741,3961,6446,14.6,0.2,3,56.9,22.6,1.1,0.5,15.7,18.3,21.2,16.4,-1,-1,-1,77.9,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,18.5,21512,15175,33.2
13261,"""Sumter, (GA)""",8,35.5,11.9,29.4,26.9,19.5,27.2,12.5,15.8,80,27.8,122000,43000,0.479,24.3,14.9,5.7,9.9,5,4,22990,12283,10707,29714,16.6,0,1.3,52.8,39,0.2,0.9,5.8,19.8,23.3,17.2,-1,-1,-1,86.2,13.4,30,-1,-1,1,0,1,1,0,20.3,1.3,-1,-1,-1,16.2,19797,12692,31.8
13263,"""Talbot, (GA)""",10.6,39.2,8.5,22.9,19.9,21.5,38.9,24,17.4,87.4,18.8,99000,44000,0.445,20.8,10.3,4.5,10.1,6,4,5202,2746,2456,6245,24.5,0,0.5,56.6,40.3,0.8,1.1,0.7,18.5,22.8,15.7,-1,-1,-1,89.3,12.4,-1,-1,-1,0,0,0,0,0,0,3.1,-1,-1,-1,16.1,21309,15457,37.7
13265,"""Taliaferro, (GA)""",12.2,39.2,8.6,21,20.9,23,46.8,30.7,22.2,94.3,24.1,64000,28000,0.44,23.2,15.7,5,9.4,3,4,1368,711,657,1596,29.4,0,0.5,58.5,36.4,0.3,0,4.3,17.1,-1,-1,-1,-1,-1,89.2,35.3,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,17.5,25373,18475,29.8
13267,"""Tattnall, (GA)""",8.3,33.7,9.9,22.6,23,23,22.2,12.9,22.6,86,15.6,90000,45000,0.453,20.7,9.4,3.2,9.5,4,4,20193,8074,12119,25392,13.6,0.2,0.1,28.8,56.9,1.1,1.1,11.8,19.5,25.3,17.7,-1,-1,-1,84.1,17.4,-1,-1,-1,0,0,0,0,0,30.6,4.2,-1,-1,-1,19.7,22759,15056,35
13269,"""Taylor, (GA)""",10.9,38.7,8.7,21.6,19,24.3,34.4,22,20.5,87.5,22.4,87000,39000,0.51,23.2,20.8,5.7,10,1,4,6490,3449,3041,8126,20.6,0,3.3,38,57.4,0.3,0.3,0.7,14.5,18.9,13.9,-1,-1,-1,86.8,21.2,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,15.8,24035,17225,38.7
13271,"""Telfair, (GA)""",10.2,36.1,12.4,26.4,22.7,25,51,40.7,28.2,93,18.4,69000,38000,0.513,29.9,7.6,7.2,9.4,3,4,13265,5278,7987,15871,18.2,0,0,38.9,49,0.4,0.3,11.4,17.4,21.7,16.2,-1,-1,-1,83.9,30.2,-1,-1,-1,0,0,0,0,0,32.1,5.3,-1,-1,-1,16.8,23867,17231,43.9
13273,"""Terrell, (GA)""",10.4,37.2,8.3,22.6,22.4,24.4,29.5,20.3,23.5,89.8,35.3,93000,39000,0.452,27.8,17.2,6.2,9.5,1,3,6653,3511,3142,8654,19.3,0,3,57.7,35.7,0.3,0.4,2.9,19.8,22.7,17.1,-1,-1,-1,87.5,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,17.1,22329,15074,30.2
13275,"""Thomas, (GA)""",8.4,34.7,9.1,27,26.3,19.2,17.9,10.8,13.9,75.9,20.9,150000,58000,0.474,16.2,14.5,4.2,10.2,17,4,33953,18293,15660,44545,18,0.1,0.2,36.8,57.5,0.4,1.3,3.7,16.6,20.1,15.6,-1,-1,-1,87.8,18.2,34.5,42.8,0.4,1,0,1,1,1,15.3,1.1,8.9,22.2,11.1,16.1,20164,14021,35
13277,"""Tift, (GA)""",7.8,33.3,9.9,26.9,28.5,19.8,31.9,22.1,16.8,82.7,22.3,123000,45000,0.48,20.5,14,3.4,9.5,5,4,30554,16175,14379,40590,14.8,0.2,1.2,29.3,55,0.4,1.9,12,19.5,22.9,18.3,-1,-1,-1,85.4,17.9,28.8,-1,-1,1,0,1,1,1,16.9,1.2,20.3,13.5,-1,19.2,21231,13513,32.8
13279,"""Toombs, (GA)""",8.7,35.9,9.4,28.6,23.6,21.5,23.3,14.9,16.5,83.4,24.4,98000,42000,0.523,22.2,12.6,4.5,9.5,1,4,19869,10784,9085,26947,16.3,0,0.7,25.6,59.7,0.9,1.6,11.5,19.5,24.2,17.6,-1,-1,-1,85.5,16.4,-1,-1,-1,1,0,0,0,0,25.9,1.1,13.4,26.8,-1,19.4,20393,14771,37.5
13281,"""Towns, (GA)""",10.2,40,8.4,24.3,20.6,13.7,19.9,14.4,8.3,67.4,8.4,242000,44000,0.433,13.2,15.3,3.9,9,73,4,10366,5544,4822,11815,34.2,0.2,0.5,1.3,93.7,0.4,1.1,2.8,15.8,-1,15.8,-1,-1,-1,88.6,15.2,36.3,-1,-1,1,0,0,1,0,47.9,1.5,-1,-1,-1,18.9,16978,10933,32.4
13283,"""Treutlen, (GA)""",9.9,36.2,7.9,22.5,23.3,24.5,30.4,17.2,23.6,83.7,22.3,72000,41000,0.557,23.4,16.7,4.3,9.4,1,4,5173,2437,2736,6787,17.2,0,0,28.9,69,0.2,0.1,1.8,19.8,24.9,17.9,-1,-1,-1,84.9,34.7,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,-1,19,21446,17250,42.7
13285,"""Troup, (GA)""",7.7,34,10.5,28.7,26,21.2,22.6,13.4,14.8,79.9,17.2,138000,52000,0.482,16.4,17.2,4.4,10.1,22,4,52872,28141,24731,70095,14.8,0.1,2.1,36.5,55.7,0.5,1.5,3.6,16.5,20.2,15.1,-1,-1,-1,86.4,19.8,36.4,30.8,0.3,1,0,1,1,1,13,1.8,17.5,35,-1,16.6,23222,17335,35.5
13287,"""Turner, (GA)""",9.7,37.3,9.9,21.8,21,23.3,34.8,20.8,20.8,89.2,28.7,74000,46000,0.453,22.2,14.6,6.4,9.2,2,4,5989,3088,2901,7920,19,0,0.7,39.3,53.3,0.3,1.6,4.8,19.1,20.6,18.2,-1,-1,-1,86.2,22.7,-1,-1,-1,0,0,0,0,0,33.4,8,-1,-1,-1,15.1,18419,12286,37.1
13289,"""Twiggs, (GA)""",9.6,39.4,9.1,21.7,23.5,20.4,30.4,23.4,20.4,89.7,20.6,72000,46000,0.472,20,10.5,5.1,9.7,12,3,6610,3390,3220,8195,22.6,0.3,0.1,41.9,54.8,0.4,1,1.5,17.9,23.8,15.5,-1,-1,-1,88.4,27.4,-1,-1,-1,0,0,0,0,0,0,8.1,-1,-1,-1,16.8,21254,14198,43
13291,"""Union, (GA)""",11.4,41,6.5,24.1,23.1,16.9,22,13.4,10.9,77.3,8.8,199000,51000,0.492,12.9,13.3,2.7,8.9,63,4,20173,10584,9589,23999,33.1,0.3,0.3,0.7,93.6,0.3,1.4,3.4,15.8,-1,15.8,-1,-1,-1,90,15.1,37.1,23.1,0.2,1,0,1,1,0,16.2,1.5,4.9,-1,-1,18.8,15799,9803,32.8
13293,"""Upson, (GA)""",8.9,37.7,9.3,24.7,26.7,21,27.6,14.6,17.3,86.4,23.6,103000,48000,0.459,15.2,14.3,4,10.1,6,4,20406,10918,9488,26329,18.3,0.6,1,27.4,67,0.3,1.4,2.3,15.4,19.5,13.9,-1,-1,-1,86.8,18.3,24.9,-1,-1,1,0,1,1,0,10.8,1.5,-1,26.3,-1,13.7,18061,12409,33.6
13295,"""Walker, (GA)""",8.7,35.9,9.1,25.6,26.4,20.3,20.8,11.6,16.8,80.8,12.5,122000,49000,0.457,14.1,9.7,3.1,9.2,23,3,54303,28102,26201,69398,18.4,0.1,0.7,3.8,90.6,0.3,2.2,2.3,16.1,22.2,15.7,-1,-1,-1,86.1,24.6,24.6,47.3,0.5,0,0,0,0,0,13.3,5.4,-1,-1,-1,15.1,18612,12378,42.2
13297,"""Walton, (GA)""",7.4,34.9,9.2,26.4,25.6,18.5,14.2,8.4,12.8,77.5,11.5,211000,71000,0.416,11.4,11.6,3.2,10.7,5,2,70355,36660,33695,93284,15.6,0,1.6,18.1,73.7,0.7,1.3,4.6,15.5,22.3,14.4,-1,-1,-1,87,13,17.6,-1,-1,1,0,0,0,0,9.3,4.3,-1,94.6,-1,15.2,20103,13533,37.4
13299,"""Ware, (GA)""",9.2,35.8,10.1,31.1,24.4,23.1,31.4,8.7,18.5,84.8,24.9,87000,40000,0.46,26,13.1,3.7,9.1,19,4,27131,13502,13629,35745,17,0.2,1.3,30.4,62.7,0.3,1,4.1,19.2,25.7,17.3,-1,-1,-1,85.7,16,14.3,62.5,0.6,1,0,0,0,0,33.1,1.5,8.9,17.9,-1,16.7,24583,17451,38.7
13301,"""Warren, (GA)""",10.4,39.4,8.8,21.8,21.7,23.6,48.3,23.6,24.9,89.5,25.7,65000,40000,0.522,23.4,8.9,4.7,9.7,7,4,4179,2236,1943,5259,22.2,0,0.9,60.8,37.7,0.3,0.3,0,18.5,21.3,16.3,-1,-1,-1,88.4,13.8,-1,-1,-1,0,0,0,0,0,0,1.8,-1,-1,-1,15.1,20257,15803,37.6
13303,"""Washington, (GA)""",9,35.2,8.7,22.2,20.5,22.6,30.8,18,15.9,84.9,21,93000,43000,0.477,21.3,17.7,5,8.1,1,4,15961,7838,8123,20316,18.1,0,0.6,52.8,42.2,0.5,1.4,2.5,18.9,23.2,16.2,-1,-1,-1,87,17,19.7,-1,-1,1,0,0,0,0,20.1,1.9,-1,-1,-1,15.6,19952,14766,36.7
13305,"""Wayne, (GA)""",8.4,35.4,11,27.6,24.2,22.6,25.4,11.9,15.4,87.4,20.3,116000,49000,0.456,19.7,9.3,3.7,9,8,4,22627,11117,11510,29959,15.8,0,0.4,20.3,71,0.4,1.5,6.4,18.2,24.7,17.1,-1,-1,-1,85.4,16.9,-1,-1,-1,1,0,0,0,0,23.2,2.5,29.9,-1,-1,17.6,23098,14814,36.1
13307,"""Webster, (GA)""",10.6,38.6,8,21.4,20.5,20.4,33,20.6,20.4,89,19.3,70000,45000,0.499,18.6,10.6,4.4,9.4,1,4,2011,1035,976,2587,24.9,0.3,0,32.8,53,0.2,1.3,12.4,18.7,-1,-1,-1,-1,-1,88.6,26.2,-1,-1,-1,0,0,0,0,0,0,2.6,-1,-1,-1,16.8,17199,12170,32.6
13309,"""Wheeler, (GA)""",9.1,33.2,9.1,25,23.9,27.3,53.2,49.4,25.1,84.9,15.2,56000,37000,0.436,35.6,9.3,5.5,9.3,3,4,6571,2121,4450,7897,14.7,0,0,38.9,55.8,0.1,0.2,5,19.2,-1,17.5,-1,-1,-1,83.5,20.4,-1,-1,-1,0,0,0,0,0,0,7.9,-1,-1,-1,15.5,22092,15020,42.2
13311,"""White, (GA)""",8.7,38,7.5,21.2,18,17.7,23.3,8.7,15.3,79.8,9.8,183000,59000,0.4,12.5,9.4,2.5,9.1,26,4,24404,12614,11790,29962,22.7,0.5,0.6,2.4,92.2,0.3,0.8,3.2,15.6,-1,15.2,-1,-1,-1,87.7,14.9,42.3,-1,-1,0,0,0,0,0,10.7,5.1,-1,-1,-1,18.8,18839,11932,35.3
13313,"""Whitfield, (GA)""",8,32.4,10.4,29.8,28.3,19.7,17.1,11.9,28.6,83.6,11.7,143000,56000,0.451,13,9.5,3.9,10.2,17,3,77122,39146,37976,104122,13.9,0.1,1.3,3.3,58,0.5,1.4,35.4,17.9,24.1,17.2,24.2,-1,-1,84,23.5,36.6,36.4,0.4,1,0,1,1,1,15.6,1.9,20.9,52.3,34.9,22.9,17982,12363,37.9
13315,"""Wilcox, (GA)""",9.3,35.2,10.5,26.7,25.8,23.5,38.4,27.5,16.5,88,18.9,62000,41000,0.466,27.9,8.9,4.6,9.4,1,4,7077,2627,4450,8701,16.8,0.1,0,35.5,58.8,0.3,0.6,4.7,17.8,22.2,16.3,-1,-1,-1,85.1,24.1,-1,-1,-1,0,0,0,0,0,0,8.6,-1,-1,-1,15.6,21600,14387,41.8
13317,"""Wilkes, (GA)""",10.7,38.3,9.3,23.9,24.4,21.9,52.4,35.2,18.8,88.6,21.2,79000,42000,0.494,20.2,16.1,4.7,9.7,11,4,7730,4089,3641,9797,23.4,0,0,41.8,51.2,0.3,1.6,5.1,16.4,17.8,15.7,-1,-1,-1,88,22.2,19.2,-1,-1,1,0,0,0,0,0,2.4,-1,-1,-1,19.7,21873,15225,38.3
13319,"""Wilkinson, (GA)""",9.7,38.2,8.3,21.2,20.5,22.3,34.1,22.4,13.9,88.8,22,70000,44000,0.501,20.1,15.2,4.2,9.5,2,4,6915,3651,3264,8945,19.3,0,0,39,56.6,0.3,1.2,2.9,19.2,24.3,16.3,-1,-1,-1,87.7,22,-1,-1,-1,0,0,0,0,0,0,3,-1,-1,-1,16.3,18974,13504,42.7
13321,"""Worth, (GA)""",9,36.8,8.5,23.3,21.8,21.2,27,12.9,15,89.7,20.4,93000,48000,0.458,18.2,10.5,4,9.7,1,3,15828,8400,7428,20346,19.2,0.2,0.9,28.1,67,0.6,1,2.2,19.2,23,17.1,-1,-1,-1,87.2,16.7,43.2,-1,-1,1,0,0,0,0,19.3,3.4,-1,-1,-1,17.2,20296,14025,32.8